no , text , class
2016001356A , 送信 機能 装置 端末 読み出し 受信 否 記憶 介在 必要 ある フラグ s 示す データベース 認証 yes 支援 情報 持つ , G06F
2016001357A , ずれ 必要 タッチパネル 応じる 契機 キャリブレーション タイミング パネル 検知 実行 タッチ 振動 前記 , G06F
2016001362A , 推定 学習 それぞれ 情報 モデル 他 処理 抽出 利用 関連付ける プログラム 情報処理 取得 統合 生成 画像 特徴 属性 , G06F
2016001365A , アプリリスト 表示 倍率 参照 拡大 資源 否 必要 フォーカス 画面 算出 消費 決定 アプリケーション ウィンドウ 対象 記述 監視 属性 , G06F
2016001366A , a 他 旨 取得 否 エージェント 通知 当該 判別 必要 装置 係る 高める 機能 ネットワーク 自身 即時 サーバ 情報 前記 , G06F
2016001367A , 表示 制御 不要 なす 通信 データ 待つ 実体 指示 新た 通知 示す 取得 内容 属性 記憶 前記 端末 ユーザ , G06F
2016001368A , 強度 口 両端 材 h2 h 初期 増加 最低 継手 更新 計算 成 規格 伏 仕る 寸法 支援 木造 ピッチ , G06F
2016001369A , 強度 構造 間取り 考慮 位置 先 住宅 熟練 設計 伏 生成 柱 割 優先 決定 区画 ドーマー 当たる 立体 層間 , G06F
2016001370A , 要求 登録 激しい 宛 個々 活動 外部 作成 連絡 メッセージ 収集 到達 サービス 設定 経路 トラッキング サイト cp id ユーザ , G06F
2016001371A , 寄与 via パターンレイアウト 多層 emi レイアウト 対策 層間 グラウンド 能率 電源 追加 プリント コンデンサ 引き出す 実装 インダクタンス バイパス 共振 パターン , G06F
2016001374A , 接する 面 ブラインド なす 指 上側 タッチパネル 乗員 静 入力 車両 ブラインドタッチ ecu ダッシュボード タッチセンサ 容量 凹 操作 検知 下 , G06F
2016001379A , 推定 被験 前記 判断 入る 範囲 映像 指標 抽出 被験者 如何 s 関わる 候補 視線 目 評価 ターゲット 適切 設定 , G06F
2016001380A , 有効 制御 データ 電子 キャッシュメモリ 処理 チェック 該当 バリッド ram l 信号 書き込む 命令 実行 エントリ ライト バリッドビット 無効 メモリ , G06F
2016001381A , 学習 シミュレーション 情報処理 理論 軌跡 パラメータ データ 基づく 算出 デザイン 複数 形状 自由 入力 関係 機械 用いる 翼 求める 飛行 , G06F
2016001382A , 表示 web 変換 ウェブページ 要素 サイズ 情報 アプリケーション インタフェース ページ 参照 画面 置換 追加 取得 ユーザ 属性 デバイス モバイル ルール , G06F
2016001388A , 表示 制御 端末 利便 個別 画面 複数 識別 利用 前提 共用 情報 前記 , G06F
2016001389A , 消費 クロック バイアス パス 応じる 振幅 調整 検出 最小 分配 伝送 電圧 出力 スキュー 判定 削減 生成 遷移 位相 設定 , G06F
2016001390A , 動作 保護 電源 off 判断 on 電力 断 機器 エラー 瞬 電子 交流 発生 供給 回路 無効 スイッチ 監視 ユーザ , G06F
2016001391A , 確認 電話 装置 情報処理 据置 置く 通知 実行 ソフトウェア 指示 携帯 環境 ダウンロード 処理 自動 自宅 サーバ 実現 情報 アップデート , G06F
2016001392A , 高低 方式 容量 出力 意図 タッチパネル 接触 センサ 回避 近接 補正 信号 取得 静 操作 レベル 記憶 挟み込む コンピュータ 閾 , G06F
2016001393A , 表示 データ 意図 少ない 指示 方法 サムネイル 手数 領域 決定 任意 医用 画像 ユーザ , G06F
2016001394A , 実現 判断 コード 管理 選ぶ 基づく 中 本 ソフトウェア 要求 否 実行 読み取る 処理 取得 受け付ける サーバ 情報 前記 受付 , G06F
2016001395A , 表示 機能 対応 処理 個々 搭載 呼出 指示 メニュー 呼び出す 画面 ui 追加 情報処理 優先 ため 標準 , G06F
2016001399A , 重複 含む 素性 精度 関連 各々 基づく モデル カテゴリ ペア 文書 判定 示す 学習 取得 単語 他方 重なる 算出 よい , G06F
2016001403A , 文字 翻訳 表現 列 個々 定型 当該 テンプレート 形式 応じる 分類 個別 手間 減らす 置換 グループ サンプル 比べる 別 言語 , G06F
2016001405A , 参照 対応付ける 配信 クエリ 適切 記憶 種別 分類 前記 特定 検索 候補 対象 端末 係る 支援 情報 受付ける 本願 ユーザ , G06F
2016001406A , 登録 対応付ける クエリ 当該 組み合わせ 分類 係る 利用 参照 検索 候補 データベース 取得 対象 支援 情報 記憶 本願 適切 , G06F
2016001407A , クエリ 提示 適切 取得 期間 係る アシスト 過去 検索 本願 入力 ワード 注目 ユーザ 以外 情報 ウェブコンテンツ 候補 , G06F
2016001408A , 形成 外形 引 ばらつき d 電極 f 面積 調整 検出 発明 配列 等しい 内方 領域 入力 感度 略 基 端子 , G06F
2016001409A , 想定 セキュリティ 要求 配信 障害 制御 実行 判別 通信 結果 解除 制限 連携 システム 正常 処理 リスク 否 情報 , G06F
2016001411A , 入力 バリエーション 仕様 一覧 業務 詳細 集合 種別 収集 抽出 画面 システム 利用 ログ 処理 情報 記録 ことなる 既存 プログラム , G06F
2016001412A , モード 遠隔 ミス テスト 各々 本番 変更 生成 前記 システム 組合せ ネットワーク 対象 バックアップ ストレージ 異なる 設定 情報 工数 コマンド , G06F
2016001413A , 即す 算出 オープン データ 結果 構築 出力 発言 通信 収集 信頼 発信 ため ネットワーク 客観 集合 流通 評価 ソーシャルメディアデータ ソーシャルメディア , G06F
2016001414A , 動作 ウォッチドッグ ハードウェア 個別 機能 制御 停止 cpu ドライバ 一括 監視 起動 プロセス 続ける アプリケーション ハード 行なう os 通報 コントロール , G06F
2016001417A , タスク リアルタイム 動作 保証 必要 計算 ap システム 割当てる 汎用 コア os cpu 物理 , G06F
2016001418A , 動作 格納 ボックス 挙動 オペレーティングシステム 含める 情報 割り当てる サンド 生成 環境 実行 ログ プログラム アプリケーション 端末 解析 オペレーティング , G06F
2016001420A , 行う 入力 対応 情報処理 管理 記憶 少ない 識別 利用 特定 負荷 処理 作業 端末 上記 生成 情報 前記 ため 属性 , G06F
2016001421A , 累積 作成 受信 物理 増加 監視 検知 ファイル プログラム マシン 復元 仮想 情報 アクセス ファイルサイズ , G06F
2016001426A , 文字 パスワード 入力 桁 全て タッチパネル 指定 厳密 進入 画面 判定 領域 列 退出 一致 所定 生成 情報 認識 認定 , G06F
2016001431A , 最終 完了 締め データ 実行 取得 期間 契機 否 帳票 判定 処理 出力 記帳 管理 前記 増大 , G06F
2016001438A , 要 分割 要求 不要 管理 情報 実行 変更 指示 ファイル 不能 ジョブ 領域 使用 削除 対応 読み取る 上書き 記憶 解放 , G06F
2016001441A , 行う 円滑 他 装置 ストレージ 処理 複数 版 一部 運用 待機 配下 独立 うち 起動 整合 ファイル システム 取得 格納 , G06F
2016001444A , 送信 要求 端末 管理 情報 状態 応じる 通信 仕組み 上限 デバイス 正常 検索 遠隔 接続 条件 サーバ 中継 保守 恐れ , G06F
2016001445A , 送信 ロード ストレージ 自動的 データ 装置 自動 関連 保存 生成 アップ サービス 示す 略 簡単 サーバ ユーザ 情報 希望 返信 , G06F
2016001446A , 増大 状況 パケット 参加 それぞれ 受信 データ サイズ 対話 合成 符号 中継 増える 数 負荷 端末 撮像 画像 把握 ユーザ , G06F
2016001457A , 表示 付ける 感度 有する 湾曲 タッチパネル 接着 整数 n 撓る パネル タッチセンサ センシング 曲面 フィルム 表面 沿う 貼る , G06F
2016001459A , 制御 要求 管理 遷移 k 状態 モジュール ともなう ステージ 複数 従 内容 データ 機器 仕向け 記憶 格納 編集 アクセス ライフサイクル , G06F
2016001460A , 有す 位置 幅 電極 複数 両立 rc 置く ブリッジ 達成 2つ p 基板 ユニット 1つ タッチパターン タッチ インピーダンスマッチング 部分 可視 , G06F
2016001466A , 不揮発 メモリセルアレイ 値 可変 データ 可逆 抵抗 複数 生成 暗号 性質 ストレス 判定 回路 条件 セル 情報 メモリ 応用 読み出し , G06F
2016001470A , プロセッサ 表面 誘導 受信 電極 構成 触覚 静 アクチュエータ friction esf electrostatic 効果 信号 電荷 e 摩擦 コントローラ sf ベース , G06F
2016001472A , 周辺 制御 実施 トラック 組 チャネル パラメータ 触覚 機器 プロセッサ オーディオ 受け取る 双方向 ファイル 出力 トリガ 生成 形態 デバイス 効果 , G06F
2016001473A , 以前 きい 抽出 ウェブページ 要約 埋め込む 上回る モデル 更新 タグ 現在 表す 製品 1つ 決定 変化 自動的 バージョン 比較 キーワード , G06F
2016001474A , 送信 消費 装置 受信 登録 電力 商標 実行 状態 少ない 通信 bluetooth コンテンツ 多い 接続 サービス ネットワーク 他 無線 前記 , G06F
2016001475A , 表示 登録 セキュリティ 無い 漏洩 データ 権限 簡易 cpu 画面 有る 判定 入力 情報 有無 認証 形成 画像 アクセス ユーザ , G06F
2016001477A , 呈示 表示 携帯 取る インターフェース 画像 gui メディア プッシュ グラフィカル 入力 アクセサリ グラフィカルユーザインターフェース 定義 与える 遠隔 ディスプレイ アクション デバイス ユーザ , G06F
2016001478A , 表示 制御 切り替える 中心 画面 切替 画像 状態 モード 現在 カーソル スクロール スクロールモード 高める 操作 キー 素早い 閲覧 ズーム , G06F
2016001480A , 格納 以上 アイテム 該当 実行 データ 電子 識別 コンテンツ うち チャンク 特定 判定 1つ 場合 チャンキング タイプ , G06F
2016001481A , プログレッシブブート タスク 不揮発 ロード コード バックグラウンド メモリ イメージ 動作 マルチプル サポート ブート 揮発 マルチプルコードイメージ オンデマンド プログラム 知覚 無線 デバイス 最初 , G06F
2016001483A , 表示 送信 レンダリング 応答 受信 データ コンフィギュレーションデータ タッチセンシティブスクリーン 一部 修正 指示 シンク 指定 ロケーション 入力 ユーザ 関連 ソース デバイス マッピング , G06F
2016001484A , オブジェクト ベクトル 略 なす もとづく 以上 適切 指示 座標 画面 s 角度 基点 入力 受け付ける 設定 素早い 算出 隣接 候補 , G06F
2016001485A , 書き込み キャッシュメモリ ステップ データ 回数 メモリ 管理 リミット モジュール キャッシュ 変化 制限 システム サイクル pcm 対応 格納 アドレス サイクリング , G06F
2016001486A , 表示 地図 使い勝手 電子 指 拡大 縮小 インターフェース 指示 動作 ブック 近づける スクロール 遠ざける 入力 履歴 操作 回転 画像 ヒューマン , G06F
2016001487A , 表示 存在 選択肢 入力 対応付ける 場合 スムーズ 位置 履歴 キー 実行 タッチセンサ 処理 受け付ける 強調 操作 際 ユーザ 応じる 移行 , G06F
2016001490A , 送信 ショート 携帯 プロバイダプロトコル プロトコル c コンシューマ ウエイシステム sms 電話 プロバイダサーバ プロバイダ 変換 サービス キャリア ゲートウエイシステム 送受 端末 メッセージ サーバ , G06F
2016001491A , 送信 ショート 携帯 プロバイダプロトコル プロトコル 独自 コンシューマ ウエイシステム sms 電話 プロバイダサーバ プロバイダ 変換 サービス キャリア ゲートウエイシステム 送受 端末 メッセージ サーバ , G06F
2016001493A , 分析 事象 判断 ネットワーク 監視 イベント 良い 揃える 検出 通信 検査 規則 発生 ユニット 候補 絞る 対象 情報 集積 ログ , G06F
2016001494A , 脆弱 グレー 静的 url 送る オブザーバ アタックサーフェス ウェブアプリケーション グレーボックスセキュリティ バージョン プログラミング サービス aut アプリケーション 調査 レスポンス 露呈 スキャナ 潜在 リクエスト , G06F
2016001495A , 表示 発明 項目 ux 作成 データ 方法 番号 ページ 指定 含む スクロール 領域 距離 出力 係る 情報 特定 コンピュータ ユーザ , G06F
2016001500A , 制御 登録 付与 一致 データ 個人 記憶 管理 前 づける 識別 匿名 サービス 入力 アプリケーション 受け付ける サーバ 情報 端末 ユーザ , G06F
2016001502A , オブジェクト 送信 応答 含む 作成 受信 記憶 変更 通信 クライアント メッセージ サポート 方法 サーバ ステップ , G06F
2016001507A , 観点 下位 周期 業務 規定 i 階層 あと デモーション ページ o 悪い はず 受ける 指標 待つ プロモーション モニタ 実施 負荷 , G06F
2016001508A , オブジェクト 表示 電話 b その後 移動 直感 競合 近傍 物体 位置 検出 変化 携帯 タッチセンサ 機器 操作 以外 転記 端末 , G06F
2016001509A , オブジェクト 表示 電話 b その後 移動 直感 競合 近傍 物体 位置 検出 変化 携帯 タッチセンサ 機器 操作 以外 転記 端末 , G06F
2016001510A , 呈示 制御 機能 電子 違和感 圧 接触 基づく 与える 触感 パネル 機器 押 適切 , G06F
2016001512A , 表示 受け付ける 携帯 端末 移動 確保 サイズ 先 端 認識 画面 面積 タッチセンサ 領域 画像 ディスプレイ 操作 変形 情報 cpu , G06F
