no , text , class
2016018291A , タスク 行う 禁止 入力 ずれ データ 外部 前 入出力 必要 複数 同一 停止 処理 出力 誤動作 期待 時刻 切り換え 照合 , G06F
2016018295A , 行う 調停 処理 複数 各々 バス センサ 確実 判定 情報処理 接続 優先 情報 前記 , G06F
2016018297A , 表示 文字 数字 指 制御 タッチパネル 接触 カバー 装着 隣接 視認 センサ 両立 特定 領域 プログラム コピー 検知 向上 記号 , G06F
2016018298A , ソフトウエア 変換 ハイパーバイザ プログラム 管理 ライブ 通知 ライブマイグレーション 種別 マイグレーション 応答 実行 種類 取得 可能 マシン 仮想 記憶 特定 参照 , G06F
2016018300A , web 対応付ける 示す 関連 度合い インターネット 複数 識別 店舗 施設 行動 関心 データ 取得 集計 サイト 人気 記憶 跨ぐ ユーザ , G06F
2016018301A , 表示 対応付ける クラスタ 組 データ 区分 複数 指定 与える 生成 クラスタリング 集合 把握 ヒートマップ x 集計 類似 パターン 観察 属性 , G06F
2016018303A , 文字 薬指 中指 左右 ホーム 中間 小指 横 人差指 ポジション 中段 スペース 受動 1つ シフト キー 親指 通称 キーボード コントロール , G06F
2016018307A , 以前 改版 重複 解析 コード 出力 支援 先頭 検出 生成 特定 読み取り 箇所 除外 開発 記述 ソース 情報 サブルーチン コンピュータ , G06F
2016018308A , 程度 以下 数 事例 スコア モデル ラベル 訓練 正解 注釈 頻度 予測 当該 ない 限る 抽出 記憶 大きい 時空 閾 , G06F
2016018310A , 有効 行う c 携帯 端末 受け取る 基づく セキュリティ 結果 期限 終了 要す システム 設定 キー 照合 認証 生成 記憶 ユーザ , G06F
2016018313A , 着信 チャット 撮像 用いる 家族 使用 通信 アバター 識別 アバターデータ 判断 ログイン 共用 機器 受け付ける sa コミュニケーション 画像 宛 ユーザ , G06F
2016018315A , 選択肢 増加 なえる 負担 多い 中 パーツ 状態 正確 行 係る 数 優先 候補 入力 対象 操作 補完 監視 コマンド , G06F
2016018316A , 所定 登録 処理 転送 受信 更改 通知 指定 通信 送り先 連携 当該 サーバ 引き渡す 認証 メッセージ 宛先 情報 書き込む 正当 , G06F
2016018318A , 原稿 グループ モード 複数 単独 データ 画像 判別 指定 変更 利用 閲覧 ユニット 読み取る 受け付ける 共有 同期 読取る 記憶 受付 , G06F
2016018319A , 模 バッファ 応答 バス 切り替える 転送 データ 切替 送信 一斉 疑似 行なう 複数 禁止 b 同時 生成 デバイス 許可 返送 , G06F
2016018320A , バッファ 列 読み出す コプロ 転送 ローカル コプロセッサ メモリ アレイメモリアドレス 指示 生成 命令 r 調停 情報処理 出力 アレイ 格納 情報 アドレス , G06F
2016018322A , 確認 論理 フォーマット 判断 パーティ データ パーティション 解消 故障 パーティションフォーマット 検知 損失 処置 ション 箇所 リスク ハードディスク 前記 復旧 決める , G06F
2016018324A , 次 装置 処理 サーバー 常時 目的 最適 応じる 通信 図る 電力 減らす 実行 決定 同期 移行 画像 時刻 , G06F
2016018325A , 辞書 変換 表す フーリエ 分割 例 各々 施す 学習 分類 識別 集合 グループ 領域 画像 周波 成分 部分 周波数 d , G06F
2016018328A , 登録 リソース ジョブデータ 印刷 作成 制御 当該 環境 ケース ジョブチケットファイル 仕組み リソースジョブデータ 共有 装置 情報処理 アプリケーション ジョブ 記述 処理 情報 , G06F
2016018330A , 送信 制御 装置 印刷 否 無駄 目的 通信 の 場合 判定 処理 ジョブ 認証 情報 設定 , G06F
2016018331A , 送信 装置 印刷 場合 画像 目的 成功 保存 実行 処理 ジョブ 認証 情報 速やか 設定 , G06F
2016018333A , 最大 入力 nm 指 断面 筆記 積 以下 書く カバー ガラス 加える 前記 突起 表面 ピッチ 滑り 相互 平坦 ペン , G06F
2016018334A , 携帯 端末 情報 検出 タッチパネル 割り当てる 使用 起動 対応 操作 領域 入力 アプリケーション キー 補助 記憶 物理 , G06F
2016018335A , 遮光 保護 中心 入手 プラスチック カバー 形状 端 湾曲 成形 導線 厚み 構成 タッチパネルセンサ 特異 網目 導 タッチパネル パターン , G06F
2016018339A , タスク 発行 装置 クライアント 管理 情報 送信 中止 指示 id 無効 システム 要求 認証 登録 キー 稼働 デバイス 監視 移行 , G06F
2016018342A , 表示 電子 可変 書籍 全体 一部 位置 指定 ページ 画面 閲覧 内容 領域 情報処理 把握 ため ユーザ , G06F
2016018344A , 続く 個別 媒体 部署 自動 ポート 設置 装置 困難 関連付ける 実行 形成 撤去 プログラム 定まる 対象 画像 イン 場所 設定 , G06F
2016018345A , 表示 制御 装置 端末 反映 対応付ける データ 記憶 行う 所有 変更 基づく 画面 特定 一致 操作 際 態様 情報 , G06F
2016018347A , 否 付与 知る 管理 位置 変更 現在 ランド 判定 名称 取得 ユーザ 画像 前記 マーク 追加 , G06F
2016018348A , 前日 制御 完了 翌日 工程 跨ぐ 運用 日次 抽出 前記 実行 保持 バッチジョブ 場合 ジョブ 遅延 情報 切り コンピュータ 順序 , G06F
2016018349A , 推定 辞書 作業 用語 適応 関連 構築 形式 抽出 概念 システム 検知 所定 共通 表現 文章 集合 文書 生成 部分 , G06F
2016018350A , 完了 cp チェックポイント 稼働 工程 立つ 依頼 否 長時間 フラグ 停止 バッチサーバメンテナンス プログラム オンライン サーバ バッチ 業務 立てる メンテナンス 最小限 , G06F
2016018351A , 表示 直感 分かる 処理 データ 提示 情報 複数 ユーザー グラフ 整理 検知 グループ 情報処理 点 操作 空間 記憶 プロット 属性 , G06F
2016018356A , 制御 電子 したがう 複数 許す 記憶 状態 応じる モジュール 管理 現在 安全 該 内容 機器 ポリシー 格納 情報 アクセス ライフサイクル , G06F
2016018358A , 分析 確率 教師 項目 工程 データ 規則 複数 基づく 分類 特徴 算出 出現 分布 プロセッサ 対象 比率 重み 生成 前記 , G06F
2016018362A , シート 積層 重ね合う 重ねる 透明 タッチパネル 樹脂 重 圧し 排出 スペーサー 基板 エポキシ 合せる 空隙 容積 残余 空気 ガラス 注入 , G06F
2016018365A , 示す 解析 受信 データ 興味 関心 係る コンテンツ 対応付ける 視聴 ログ 処理 度合い 注目 関連 ユーザ 記憶 参照 キーワード 属性 , G06F
2016018366A , 変換 動作 データファイル 入力 仕様 クエリ データ db 保存 生成 コーディング 配列 実行 検索 データベース 読み込む 手続 記述 格納 プロパティファイル , G06F
2016018368A , 状況 格納 遅延 決める 満たす 制御 実行 単位 管理 制限 書換 特定 領域 処理 使用 条件 時刻 記憶 前記 ファイル , G06F
2016018369A , 表示 液晶 電極 容量 機能 細線 タッチパネル 裏面 装着 静 フィルム 位相 薄型 , G06F
2016018376A , 文字 枝分かれ 構造 省略 情報処理 表示 複数 ノード 木 箇所 生成 欄 全部 標示 名称 列 区別 対象 最初 それぞれ , G06F
2016018377A , 表示 情報 入力 作成 複数 留まる パラメータ 画像 注視 結果 顔 基づく 補正 推測 エリア ユーザー 視線 検出 記憶 マップ , G06F
2016018378A , 文字 入力 対応 列 レコード 出力 支援 例 位置 座標 y 画面 過去 探索 候補 確定 操作 所定 x テーブル , G06F
2016018379A , 行う 保護 トップダウン レコード 集める 限度 上限 元 一般 プライバシー 抽出 欠落 匿名 グループ 事前 処理 識別子 ボトムアップ テーブル 属性 , G06F
2016018382A , バッファ 減少 調停 受信 複数 情報 データ 期間 新た 生成 続く 抑止 保持 回避 他 停止 余裕 管理 状態 , G06F
2016018384A , a 制御 c b ストレージ 転送 上位 ノード 任意 データ 指示 通信 q 命令 含む 高速 処理 他 全て 装置 , G06F
2016018385A , unified 不一致 ハードディスク extensible 環境 os 取得 firmware bios 起動 入れ換える uefi 処理 情報 interface ディスク 前回 記憶 比較 設定 , G06F
2016018386A , オブジェクト and アイコン レストラン 距離 検出 指定 or 右 実行 検索 a 情報処理 条件 方向 操作 情報 価格 組み合わせる 双方 , G06F
2016018387A , 制御 ルータ 処理 評価 ネット 各々 経路 サブ 通信 スイッチ 複数 起動 装置 平準 情報処理 マシン 属する 配置 仮想 情報 , G06F
2016018390A , 分岐 確認 正常 構文 コード データ ノード 経路 検証 処理 動作 生成 抽出 環境 実行 プログラム ソース 記憶 グラフ ステップ , G06F
2016018395A , 表示 確認 項目 値 関係 管理 アイコン 対応付ける 目標 空調 機器 画面 態様 含める よい 定める , G06F
2016018396A , タスク アクセス 要求 クラスタ 判断 タイマー 共通 同等 監視 利用 システム 実行 スケジューラ 情報処理 取得 キュー サーバ 解析 情報 メッセージ , G06F
2016018403A , レイアウト 類似 なり 説明 関係付ける 位置 得る 計算 抽出 少ない ジェスチャ 特定 検索 領域 決定 指し示す 文書 画像 特徴 1つ , G06F
2016018414A , 交差 呈示 機能 付与 駆動 移動 復帰 触覚 位置 設ける プッシュ 機構 離間 運動 ボディ 方向 操作 停止 初期 連動 , G06F
2016018415A , 呈示 完了 含む 表現 予測 一つ 完成 刺激 ウェブサイトデータ 前 予期 命令 実行 領域 入力 時間 ユーザ 処理 記憶 コマンド , G06F
2016018419A , 知 包む ノイズ 構成 補償 刺激 モジュール イメージング 野 システム ホスト ユニット 受容 抑圧 接続 皮膚 触る 監視 コントロール 人間 , G06F
2016018420A , トランスデューサ 透明 間隙 類似 液体 刺激 触覚 圧力 増強 シート 物質 重ねる ユーザ 操作 振動 人間 デバイス パウチ 伝達 ゲル , G06F
2016018424A , 不要 保持 必要 取得 もと 技術 実行 判定 アプリケーション 返上 サーバ ライセンス , G06F
2016018426A , 情報 有効 ストレージ ネットワークストレージデバイス クラ 記憶 容量 指示 利用 同期 サービス 領域 ネットワーク 当該 情報処理 ウド サーバ 格納 デバイス プログラム , G06F
2016018429A , 和 鉄筋コンクリート 鉄筋 鉄骨 断面 ウェブ 積 設計 小さい 束ねる 束ね 孔 処理 取得 通す 貫通 ラップ 前記 原 径 , G06F
2016018430A , 共通 調停 固有 情報処理 複数 検出 実行 負担 アービタ 軽減 生成 所定 ホスト バンド 処理 タイミング サイド 記憶 メモリ コマンド , G06F
2016018432A , インタフェイス 安価 ジェスチャー 複数 マイコン 通電 検出 結果 スイッチ センサ 静 近接 ユーザインタフェイス 種類 並べる 加速度 操作 応じる タッピング ユーザ , G06F
2016018433A , パーソナル コンピュータ 処理 軽減 他 集約 指示 結果 分散 検索 負荷 データベース 条件 情報処理 判定 情報 算出 パーソナルコンピュータ , G06F
2016018436A , 表示 指 位置 前面 薄型 拡大 縮小 基づく 手 接触 指定 片方 変更 画面 縮尺 注目 端 操作 画像 筐 , G06F
2016018437A , 位置 処理 外部 停止 機器 安全 発生 拡張 入力 接続 情報処理 判定 取り外せる 取り外し , G06F
2016018440A , 状態 押下 電極 ガラス 対向 タッチパネル 介在 接着 導 スイッチ 簡易 基板 誤動作 1つ 通電 フィルム 操作 一対 膜 配線 , G06F
2016018442A , 表示 ずれ 前 位置 検出 座標 前記 求める 該 判定 補正 処理 比較 タッチ 操作 情報 時点 , G06F
2016018444A , 局所 算出 類似 拡大 クエリ 画像 取得 幾何 差分 抽出 変換 対応 投票 スコア 比率 リファレンス 格納 セントロイド 特徴 インデクス , G06F
2016018448A , 変換 携帯 端末 作成 正中 データ モーションセンサ 画像 依存 認識 動き 検知 顔 操作 撮影 回転 ユーザ 向き 姿勢 傾き , G06F
2016018449A , 表示 制御 基礎 作業 入力 実施 重なる 図る 追加 重ねる 機器 受け付ける 係る 形態 前記 具備 設定 , G06F
2016018450A , 回折 透明 機能 電極 格子 比す タッチパネル 作製 視認 フィルム 困難 ローパスフィルタ y x 積層 従来 光学 , G06F
2016018451A , 表示 縁 背面 後退 拡大 軌跡 部材 引き出す アーム 手前 向かう ステー 描く 沿う ディスプレイ 奥 回転 レンズ 前記 光学 , G06F
